Date,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,Close
2009-12-31,4.788935430578869,4.960742765976626,2.3907395476340096,-0.39953754407352715,2.1251698753201747,-1.0759614888283153,0.4432718225378345,2.377957486948773,1.1066080198025738,0.15231068191144528,-0.640036418986008,0.6656024192971979,0.5743599244666863,-0.5032843968219486,0.08306583800766751,-2.651355520334696,-1.3560338340640345,0.5633441199204262,1.0664254001012479,-0.5216479767895837,-0.07694812834886842,1.4996601213129115,-0.9764378310751347,-0.556790020902715,0.2566699812573421,0.11640538657451467,-1.585693808717055,0.19962320723937926,0.11516127861004345,0.9664204776743249,0.22780860556904595,625.390015
2010-01-04,7.912015680631855,3.979927565556891,2.0718284764664583,-3.7332902703725783,1.7949156355028522,-0.4604568477193266,0.5989083199909563,1.338580766277127,1.5408121422791439,-0.5276601690824132,-1.506908171524869,1.9635892187425137,-0.421344761541197,-1.7563207625623767,0.8854359618191071,-2.8957090881527994,-1.196080012138988,2.0127512245583645,1.797783046262787,0.14618510103763263,-0.47212054179640867,0.14914699957244404,-1.0085232382720053,0.2601718309766847,0.29449571394959695,0.221729582142875,-1.3410391140187436,-0.44862058447859887,-0.33847662869380535,0.4740856159209488,0.3057043714046511,640.099976
2010-01-05,2.79137936505808,5.323538443072158,2.1588766155053745,0.04889698174594552,2.142918905631106,-0.9925725533617242,0.9726614495839065,2.352417239789013,1.5432532036216764,-0.22208757552467873,-0.05666708893282286,-1.0246788077606979,0.8033284630980313,0.46543652273225056,0.1845974428598029,-1.8232003737377094,-1.420623387538206,-0.8093918734141744,-0.028349425206850663,-0.8986449790430061,-0.32720671050004574,1.8524243246991334,-1.5289093079638834,-1.893998593544832,0.5607519798826086,-0.05048165021603544,-1.0825812923203249,-0.12962846296886205,0.5380824441225315,1.5903082347709019,0.22584482521491622,638.48999
2010-01-06,3.0785260377780377,5.6858284735826485,2.232657664026994,-3.0793903924296098,1.9541379275583255,-0.05358273156369429,0.9791013694879293,0.6532262879580673,1.5062985896985188,-0.3459602203812382,-0.37617790706963605,2.5127655448844046,-0.695503970654802,-2.5910447271762442,-0.34228732428133285,-1.2933998609048876,-2.1735282622128675,1.9242614568451317,1.892199877710168,0.7153481951223355,-0.24862462915033584,-1.004940335839482,1.127057935337479,0.6433775833641647,0.025420430727824274,-0.31249513134990115,-0.1992947286961668,-0.14500802575224983,-0.4906275558831339,0.14648897271156455,-0.17217843283594858,637.950012
2010-01-07,2.6664024125849473,5.968433256591142,2.849997574632959,1.762324575455965,0.13475239479861276,-1.9246262163563335,-0.5875965914959186,0.5782107792645492,2.2404681851568604,-0.6463783926874217,1.096209140625641,0.0557612766898311,-0.8513644274590402,-1.7625564144686938,0.8018135591782166,0.7675775088978499,-2.6478365439940905,0.8144793894353227,1.1080101677008782,-0.4003467565995271,0.5297864931229297,1.025855930739058,-1.532556931758509,-1.5987085899724967,0.3387601472930846,-0.457328973392182,-0.39674266264932173,0.11773796968361508,0.42430807742892773,-0.22473086250491803,-0.11095427213317313,641.969971
2010-01-08,3.8516794348842556,5.189462007010849,1.9545675434954481,-3.0048318269543337,1.5701525341048916,-1.2692417042275355,-0.824405053583259,2.1141657041547686,0.389275410499055,0.8131327255271458,-0.3259553475398661,-1.116737101238011,0.909641528053528,-0.05582163352813112,-0.6262941243930553,-0.5920264044612491,0.4362405043332153,-0.9408985093842901,0.4913788560082626,-0.24001763637405246,-0.3316212636740477,0.46783430200610343,0.2271917999612916,-0.6355618239654881,0.38718744875980804,-0.33013030540270644,-0.15765272473147998,0.03974456121623947,-0.35964837899674795,-0.7955775799668864,0.038204425707388696,644.559998
2010-01-11,2.5741230693397683,5.776507229938494,2.076916789555597,-3.401910864810317,1.4887913473428154,-1.0710725790023927,-0.44946650238165525,1.7800649160778759,0.6133042124960767,0.2435345766089545,0.6399464445966847,0.32678787710968576,-0.057482882574369606,-0.1717102961478274,-0.5407591621565149,-0.6917118385697409,-1.2097578081328462,-0.24672457056746205,-0.8402014951551687,-0.34643670637735136,-0.03638906259108356,1.0461184775008392,-0.2563561589141692,-0.016374199178111292,0.3019525705225355,-0.09648968958610118,1.3152657696246852,0.097628860840424,-0.857764128098111,-0.5274447411429307,-0.04511053258006226,643.98999
2010-01-12,-1.9815377056294259,6.9410174408798,2.3911921608784774,0.07960880159972439,1.2507751426677431,-1.4563236527194583,-1.0058826746338445,1.4128471164725611,0.7881376560899163,1.687867641005375,0.37853402856647733,0.5898886535513246,1.1444539037982502,0.6431385820017083,0.1363001903118611,-1.591629979772357,-0.515211668245098,-0.35270743352971623,-1.2476227308211645,-0.16379972795612174,-0.21890477926693552,1.1554453123771213,0.9356455735131047,1.11180330715303,0.9206532602073201,0.2857984425166314,0.5557983421009092,-0.07085705870860885,0.31509822484128985,-1.2530356276122419,0.48022805994200884,635.5
2010-01-13,3.927285718173748,5.334339829865019,2.592102677825861,-1.6400072487905184,-0.2647154911194017,-1.654362649691297,-2.602137222068749,0.3404066318747813,1.177560214627032,0.5213167678789131,-1.4891966489026895,-1.4701235100950283,-1.207729629363329,-2.026432706061719,-0.13342826701958535,1.4268726403547076,-0.5314511960811191,-0.577824429396551,1.2603011572251825,0.5768163554676194,0.5740494894057832,-0.5891395549981927,0.15120193980810653,-0.6770880246593138,0.8608701952117147,-0.09973651058772737,-0.3278962359493638,0.29973866971550595,0.4163750926906952,-0.3156652750776486,0.2338986466586313,643.559998
2010-01-14,3.076796989255698,5.151417399440281,1.9224527148456205,-1.3352465760531753,0.9397066359156958,-1.5808320377161276,0.20052242636953357,2.5294613933872268,0.4598850081649007,0.7309132980729139,-0.5275612454834039,-0.4966883803901631,0.6932647404823468,-0.8524084823024389,0.07729087216781835,0.3050605497152525,-0.7320835519676034,0.16004183846929126,-0.40972053796600644,-0.05659755202415361,-0.3580321252608534,0.01185006606281837,-0.2504360554163272,-0.39834684928273056,0.3765540403791205,1.561123834390786,-0.5550626710201416,0.12696475273858268,0.367953404362535,-0.0019771953037698207,0.9484335362840315,646.429993
